BKG_HTLSEQ,BKG_CITYCD,GMV,GR,GRASP,ATTRIBUTE_VALUE,GR_Bucket,IHM_Bucket,DND_Bucket,APPONLY_Bucket,INDIAIP_Bucket,SDND_Bucket,New_GR,New_IHM,New_APPONLY,New_INDIAIP,New_SDND
201903191831491661,HC200802201458279689,2637.43,452.35,17.15,"INTL_ALL,INTL_HPA5,INTL_TRIP5,IH0STAR,IHM8,INTL_DRMS,INTL_SDND7,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK5,INTL_ZERO_3K,INTL_TVG5,INTL_GR_high4,INTL_APPONLY7,INTL_INDIAIP7",[],['IHM8'],['INTL_DND'],[],[],['INTL_SDND7'],INTL_GR_high4,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
201903201825068772,HC200802201459302989,86493.95,9085.48,10.5,"INTL_ALL,INTL_DRMS,IHM5,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_SDNDD,INTL_GR_18",[],['IHM4'],[],[],[],['INTL_SDNDD'],INTL_GR_18,IHM5, , ,INTL_SDNDD
201903221708039868,HC201302281158262925,11662.88,2775.59,23.8,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM13,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,INTL_3K_5K,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8",[],['IHM14'],['INTL_DND'],[],[],[],INTL_GR_high4,IHM13,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201903222157012417,911167901020471,5303.84,651.8,12.29,"INTL_ALL,IHM5,INTL_HPA2,INTL_TRIP2,INTL_TVG2,IH2STAR,INTL_DRMS,INTL_MMTF,INTL_ZERO_3K,INTL_SDNDD,INTL_GR_high",[],['IHM3'],[],[],[],['INTL_SDNDD'],INTL_GR_high,IHM5, , ,INTL_SDNDD
201903251731473685,911167901038909,72319.01,14437.49,19.96,"INTL_ALL,IHM10,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH4STAR,INTL_DRMS,INTL_ZERO_3K,INTL_GR_high4",[],['IHM9'],[],[],[],[],INTL_GR_high4,IHM10, , , 
201903251833425456,HC200802201459378330,26586.37,3924.49,14.76,"INTL_ALL,IHM7,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH4STAR,INTL_DRMS,INTL_GR_high2",[],['IHM1'],[],[],[],[],INTL_GR_high2,IHM7, , , 
201903252051373295,HC200802201459307388,114384.56,22668.04,19.82,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH4STAR,IHM10,INTL_DRMS,INTL_SDND8,INTL_3K_5K,INTL_PDND,INTL_MU,INTL_BDND,INTL_DND,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM5'],['INTL_DND'],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201903252054218352,HC200802201459307388,33996.63,6055.13,17.81,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH0STAR,IHM9,INTL_DRMS,INTL_SDND8,INTL_PDND,INTL_MU,INTL_BDND,INTL_DND,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM9'],['INTL_DND'],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201903261314353008,HC200802201459307388,29905.81,7078.3,23.67,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH4STAR,IHM13,INTL_DRMS,INTL_MMTF,INTL_ZERO_3K,INTL_GR_high4",[],['IHM7'],[],[],[],[],INTL_GR_high4,IHM13, , , 
201903271316208934,HC200802201457471512,12404.36,1891.67,15.25,"INTL_ALL,IHM7,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH0STAR,INTL_DRMS,INTL_3K_5K,INTL_GR_high3",[],['IHM7'],[],[],[],[],INTL_GR_high3,IHM7, , , 
201903280846012882,HC200802201458538014,121157.94,22388.71,18.48,"INTL_METADND,INTL_DND,INTL_SDND8,INTL_ALL,IHM9,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH4STAR,INTL_DRMS,INTL_INDIAIP8,INTL_GR_high4,INTL_APPONLY8",[],['IHM1'],['INTL_DND'],[],['INTL_INDIAIP1'],['INTL_SDND1'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201903281059534654,HC200802201458538014,27818.09,5081.25,18.27,"INTL_ALL,IHM9,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH1STAR,INTL_DRMS,INTL_SDNDD,INTL_GR_high4",[],['IHM1'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
201903281716277015,HC200802201459307388,16326.99,3490.48,21.38,"INTL_ALL,INTL_SDNDND,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH2STAR,IHM10,INTL_DRMS,INTL_GR_high4",[],['IHM6'],[],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM10, , ,INTL_SDNDND
201903291238345893,HC200802201458538014,1466976.4,255567.46,17.42,"INTL_METADND,INTL_DND,INTL_SDND8,INTL_ALL,IHM9,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH5STAR,INTL_DRMS,INTL_INDIAIP8,INTL_GR_high4,INTL_APPONLY8",[],['IHM1'],['INTL_DND'],[],['INTL_INDIAIP1'],['INTL_SDND1'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201903291431297058,HC200802201459378330,49977.01,8726.79,17.46,"INTL_ALL,IHM9,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH0STAR,INTL_DRMS,INTL_GR_high4",[],['IHM1'],[],[],[],[],INTL_GR_high4,IHM9, , , 
201903291731516054,911167901038981,29004.28,5847.3,20.16,"INTL_ALL,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH3STAR,INTL_ZERO_3K,IHM10,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,INTL_MMTF,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8",[],['IHM15'],['INTL_DND'],[],[],[],INTL_GR_high4,IHM10,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201903292257194797,HC200802201457471512,44447.42,6404.88,14.41,"INTL_ALL,INTL_DRMS,IHM7,INTL_GR_high2",[],['IHM10'],[],[],[],[],INTL_GR_high2,IHM7, , , 
201904012133438936,HC200802201458273199,151024.24,25427.69,16.84,"INTL_ALL,INTL_HPA4,INTL_TRIP4,INTL_TVG4,IH4STAR,IHM8,INTL_DRMS,INTL_GR_high4",[],['IHM6'],[],[],[],[],INTL_GR_high4,IHM8, , , 
201904021648241825,HC200802201459216478,1705177.06,377982.45,22.17,"INTL_ALL,INTL_HPA5,INTL_TVG5,INTL_TRIP5,IH5STAR,IHM12,INTL_DRMS,INTL_GR_high4",[],['IHM12'],[],[],[],[],INTL_GR_high4,IHM12, , , 
201904051434401539,911167901039022,120594.45,25266.94,20.95,"INTL_ALL,INTL_HPA3,INTL_TRIP3,INTL_TVG3,INTL_SDND8,IH4STAR,IHM10,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,INTL_ZERO_3K,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM10'],['INTL_DND'],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM10,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201904081025033460,911167901050718,126131.04,25838.62,20.49,"INTL_ALL,INTL_HPA5,INTL_TVG5,INTL_TRIP5,IH1STAR,IHM10,INTL_DRMS,INTL_EBLACK11,INTL_SDNDHIGH,INTL_3K_5K,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDHIGH'],INTL_GR_high4,IHM10, , ,INTL_SDNDHIGH
201904091648027470,911167901050718,38442.76,8204.14,21.34,"INTL_ALL,IHM10,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_SDNDND,IH2STAR,INTL_DRMS,INTL_ZERO_3K,INTL_GR_high4",[],['IHM12'],[],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM10, , ,INTL_SDNDND
201904091656481545,HC200802201459216478,8437.3,1592.0,18.87,"INTL_ALL,INTL_GR_high4,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH0STAR,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8",['INTL_GR_high4'],[],['INTL_DND'],[],[],[],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201904091717057028,HC200802201458279689,6815.02,865.09,12.69,"INTL_ALL,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_SDNDND,IH0STAR,IHM6,INTL_DRMS,INTL_MMTF,INTL_ZERO_3K,INTL_GR_high",[],['IHM10'],[],[],[],['INTL_SDNDND'],INTL_GR_high,IHM6, , ,INTL_SDNDND
201904111434398854,HC200802201459307388,26758.18,4698.0,17.56,"INTL_ALL,IHM9,INTL_HPA4,INTL_TRIP4,INTL_TVG4,INTL_SDNDND,IH4STAR,INTL_DRMS,INTL_3K_5K,INTL_GR_high4",[],['IHM3'],[],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM9, , ,INTL_SDNDND
201904111511139023,HC20080220145817958,3204.15,577.5,18.02,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH2STAR,IHM9,INTL_DRMS,INTL_MMTF,INTL_ZERO_3K,INTL_GR_high4",[],['IHM8'],[],[],[],[],INTL_GR_high4,IHM9, , , 
201904111557428914,911167901020471,2622.5,178.05,6.79,"INTL_ALL,IHM3,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH2STAR,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,INTL_GR_8,INTL_APPONLY,INTL_INDIAIP1,INTL_SDND1",[],['IHM0'],['INTL_DND'],[],[],[],INTL_GR_8,IHM3,INTL_APPONLY,INTL_INDIAIP1,INTL_SDND1
201904112017592725,HC200802201459216478,22840.41,3718.46,16.28,"INTL_ALL,IHM8,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH0STAR,INTL_DRMS,INTL_GR_high3",[],['IHM1'],[],[],[],[],INTL_GR_high3,IHM8, , , 
201904151101216928,HC200802201457488952,22247.33,4375.64,19.67,"INTL_ALL,IHM10,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH3STAR,INTL_DRMS,INTL_GR_high4",[],['IHM1'],[],[],[],[],INTL_GR_high4,IHM10, , , 
201904161018036049,911167901020471,10499.3,2166.67,20.64,"INTL_ALL,IHM10,INTL_HPA1,INTL_TVG1,INTL_TRIP1,IH3STAR,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK5,INTL_MMTF,INTL_ZERO_3K,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8",[],['IHM8'],['INTL_DND'],[],[],[],INTL_GR_high4,IHM10,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201904161459477158,HC200802201458273199,49176.56,9089.06,18.48,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH1STAR,IHM9,INTL_DRMS,INTL_EBLACK11,INTL_SDNDHIGH,INTL_3K_5K,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDHIGH'],INTL_GR_high4,IHM9, , ,INTL_SDNDHIGH
201904170928026104,HC200802201458173183,47928.11,6090.86,12.71,"INTL_ALL,IHM6,INTL_HPA3,INTL_TRIP3,INTL_TVG3,IH4STAR,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,INTL_GR_high,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5",[],['IHM1'],['INTL_DND'],[],[],[],INTL_GR_high,IHM6,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5
201904181130216600,HC200802201458538014,971909.99,215158.43,22.14,"INTL_ALL,IHM12,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH3STAR,INTL_SDNDD,INTL_DRMS,INTL_GR_high4",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM12, , ,INTL_SDNDD
201904181135076008,HC200802201458538014,2487.58,312.19,12.55,"INTL_ALL,INTL_GR_high,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH2STAR,INTL_SDNDND,IHM6",['INTL_GR_6'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high,IHM6, , ,INTL_SDNDND
201904201200186827,HC200802201457471512,24891.96,3060.48,12.3,"INTL_ALL,INTL_GR_high,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH3STAR,IHM5",['INTL_GR_8'],[],[],[],[],[],INTL_GR_high,IHM5, , , 
201904201200187999,HC200802201457471512,6257.38,878.08,14.03,"INTL_ALL,INTL_GR_high2,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH2STAR,IHM7",['INTL_GR_15'],[],[],[],[],[],INTL_GR_high2,IHM7, , , 
201904201200198983,HC200802201457471512,20355.97,2502.67,12.29,"INTL_ALL,IHM5,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH3STAR,INTL_DRMS,INTL_GR_high",[],['IHM5'],[],[],[],[],INTL_GR_high,IHM5, , , 
201904201445082552,HC200802201457471512,4065.02,490.25,12.06,"INTL_ALL,INTL_GR_21,INTL_HPA0,INTL_TRIP0,INTL_TVG0,IH3STAR,IHM5",['INTL_GR_8'],[],[],[],[],[],INTL_GR_21,IHM5, , , 
201904201445088240,HC200802201457471512,3537.64,434.95,12.29,"INTL_ALL,INTL_GR_high,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH3STAR,IHM5",['INTL_GR_8'],[],[],[],[],[],INTL_GR_high,IHM5, , , 
201904201445091785,HC200802201457471512,49703.37,6110.88,12.29,"INTL_ALL,INTL_GR_high,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH3STAR,IHM5",['INTL_GR_8'],[],[],[],[],[],INTL_GR_high,IHM5, , , 
201904201445093631,HC200802201457471512,33431.19,4300.63,12.86,"INTL_ALL,INTL_GR_high,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH3STAR,IHM6",['INTL_GR_8'],[],[],[],[],[],INTL_GR_high,IHM6, , , 
201904201445095154,HC200802201457471512,103092.39,19823.18,19.23,"INTL_ALL,INTL_GR_high4,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH4STAR,IHM10",['INTL_GR_18'],[],[],[],[],[],INTL_GR_high4,IHM10, , , 
201904201445098600,HC200802201457471512,212372.5,34025.62,16.02,"INTL_METADND,INTL_ALL,INTL_GR_high3,INTL_HPA3,INTL_TVG3,INTL_TRIP3,IH4STAR,INTL_DND,INTL_BDND,INTL_SDND7,INTL_EBLACK8,IHM8,INTL_APPONLY7,INTL_INDIAIP7",['INTL_GR_high2'],[],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
201904221337562208,HC200802201458538014,43205.69,7577.45,17.54,"INTL_METADND,INTL_DND,INTL_SDND8,INTL_ALL,IHM9,INTL_HPA4,INTL_TVG4,INTL_TRIP4,IH5STAR,INTL_DRMS,INTL_INDIAIP8,INTL_GR_high4,INTL_APPONLY8",[],['IHM1'],['INTL_DND'],[],['INTL_INDIAIP0'],['INTL_SDND0'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201904221339162742,HC200802201458538014,99287.33,18234.48,18.37,"INTL_METADND,INTL_DND,INTL_SDND8,INTL_ALL,IHM9,INTL_HPA4,INTL_TVG4,INTL_TRIP4,IH5STAR,INTL_DRMS,INTL_INDIAIP8,INTL_GR_high4,INTL_APPONLY8",[],['IHM1'],['INTL_DND'],[],['INTL_INDIAIP1'],['INTL_SDND1'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201904221655102645,911167901038981,46548.48,3155.83,6.78,"INTL_ALL,IHM3,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH4STAR,INTL_DRMS,INTL_GR_8",[],['IHM1'],[],[],[],[],INTL_GR_8,IHM3, , , 
201904231358201005,HC200802201457471512,84426.44,18671.6,22.12,"INTL_ALL,INTL_HPA5,INTL_TVG5,INTL_TRIP5,IH5STAR,IHM12,INTL_DRMS,INTL_ZERO_3K,INTL_GR_high4",[],['IHM7'],[],[],[],[],INTL_GR_high4,IHM12, , , 
201904240901052114,HC200802201459214620,3217.45,463.31,14.4,"INTL_ALL,IHM7,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_DRMS,INTL_GR_high2",[],['IHM4'],[],[],[],[],INTL_GR_high2,IHM7, , , 
201904240904423131,911167901038981,4702.09,597.66,12.71,"INTL_ALL,IHM6,INTL_DRMS,INTL_GR_high",[],['IHM6'],[],[],[],[],INTL_GR_high,IHM6, , , 
201904241416278907,HC200802201457471512,23486.76,2985.17,12.71,"INTL_ALL,IHM6,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,INTL_GR_high,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5",[],['IHM4'],['INTL_DND'],[],[],[],INTL_GR_high,IHM6,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5
201904241420015076,HC200802201459372473,16765.26,2131.56,12.71,"INTL_ALL,INTL_GR_high,INTL_3K_5K,INTL_HPA3,INTL_TVG3,INTL_TRIP3,IHM6",['INTL_GR_12'],[],[],[],[],[],INTL_GR_high,IHM6, , , 
201904241702425825,HC20100320002227859,402801.4,92881.54,23.06,"INTL_ALL,IHM13,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IH5STAR,INTL_DRMS,INTL_GR_high4",[],['IHM1'],[],[],[],[],INTL_GR_high4,IHM13, , , 
201904261302125292,HC201302281158262925,19500.0,3900.0,20.0,"INTL_ALL,IHM10,INTL_DRMS,INTL_DND,INTL_BDND,INTL_PDND,INTL_EBLACK4,INTL_MMTF,INTL_ZERO_3K,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8",[],['IHM10'],['INTL_DND'],[],[],[],INTL_GR_high4,IHM10,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
201904291119498423,HC200802201458175474,76683.25,11050.75,14.41,"INTL_ALL,IHM7,INTL_HPA0,INTL_TVG4,INTL_TRIP4INTL_HPA4,INTL_DRMS,INTL_GR_high2",[],['IHM3'],[],[],[],[],INTL_GR_high2,IHM7, , , 
201904292002021355,HC201302281158262925,28728.0,4309.2,15.0,"INTL_ALL,IHM7,INTL_DRMS,INTL_3K_5K,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_GR_high2",[],['IHM7'],[],[],[],[],INTL_GR_high2,IHM7, , , 
201904301412008436,911167901038981,18066.74,2296.3,12.71,"INTL_ALL,IHM6,INTL_DRMS,INTL_MMTF,INTL_ZERO_3K,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_GR_high",[],['IHM5'],[],[],[],[],INTL_GR_high,IHM6, , , 
201904301549086996,HC200802201456538152,60218.75,7655.47,12.71,"INTL_ALL,INTL_GR_high,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM6",['INTL_GR_12'],[],[],[],[],[],INTL_GR_high,IHM6, , , 
201904301724512172,HC201003200022273930,38065.41,4712.6,12.38,"INTL_ALL,IHM5,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_DRMS,INTL_GR_high",[],['IHM5'],[],[],[],[],INTL_GR_high,IHM5, , , 
201905011145133543,HC200802201458273199,159717.91,10174.33,6.37,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145136755,HC200802201456501272,7633.5,517.48,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145151110,HC200802201457087648,2113.74,143.33,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145154417,HC200802201458094187,12116.27,821.44,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145158200,HC200802201458094187,22275.3,1510.2,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145162029,HC200802201457087648,11347.52,769.35,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145162608,HC200802201458094187,26148.41,1772.78,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145162681,HC200802201457087648,13212.12,895.76,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011145166971,HC200802201458094187,15777.22,1069.64,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150185042,HC200802201459541633,33925.69,1620.83,4.78,"INTL_ALL,INTL_GR_6,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_6,IHM1, , , 
201905011150187080,HC200802201457087648,4019.6,233.64,5.81,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011150192101,HC200802201458094187,180346.87,12226.72,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150192817,HC20080220145846275,297506.23,20169.89,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150192944,HC200802201457087648,48673.07,2869.43,5.9,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011150194598,HC20080220145846275,3847.63,260.87,6.78,"INTL_ALL,INTL_GR_8,INTL_MMTF,INTL_ZERO_3K,INTL_HPA1,INTL_TVG1,INTL_TRIP1,IHM3",['INTL_GR_8'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150195693,HC200802201457087648,45885.15,2667.98,5.81,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011150197308,HC200802201457087648,15061.75,875.69,5.81,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011150197818,HC200802201458094187,9350.89,633.96,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150198000,HC200802201458094187,22258.59,1509.04,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150198087,HC200802201457087648,6833.75,402.83,5.89,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011150198332,HC200802201457087648,11065.52,643.41,5.81,"INTL_ALL,INTL_GR_8,INTL_HPA1,INTL_TVG1,INTL_TRIP1,IHM1",['INTL_GR_8'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011150204819,HC20080220145846275,94527.17,6408.63,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150205013,HC200802201457158144,10306.86,698.53,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150208871,HC200802201457158144,1141.54,77.69,6.81,"INTL_ALL,INTL_GR_12,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_12,IHM3, , , 
201905011150211798,HC200802201459276917,31898.97,2162.59,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA1,INTL_TVG1,INTL_TRIP1,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150215107,HC200802201459541762,5505.95,275.02,4.99,"INTL_ALL,INTL_GR_6,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_6,IHM1, , , 
201905011150216638,HC200802201459276917,5494.51,372.84,6.79,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011150218201,HC200802201459541762,32077.41,1907.95,5.95,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011150218943,HC200802201459276917,24377.95,1652.76,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_18'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011155063037,HC200802201459276917,15686.27,1063.53,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
201905011155064135,HC200802201456538152,33956.04,1982.73,5.84,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM1",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM1, , , 
201905011155064697,HC200802201456538152,28459.73,1929.63,6.78,"INTL_ALL,INTL_GR_8,INTL_HPA0,INTL_TVG0,INTL_TRIP0,IHM3",['INTL_GR_12'],[],[],[],[],[],INTL_GR_8,IHM3, , , 
